법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층,역이름,시기
대흥동,대흥동태영아파트,84.77,44800,1999,2006-01-23,23,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,35600,1999,2006-01-27,2,공덕역,공사 중
염리동,염리삼성래미안,59.76,25500,2001,2006-01-20,8,공덕역,공사 중
용강동,마포용강삼성래미안,59.99,35800,2003,2006-01-21,15,공덕역,공사 중
용강동,강변그린,59.5,16500,1999,2006-01-20,5,공덕역,공사 중
신수동,경남아너스빌,84.97,39000,2005,2006-01-20,6,공덕역,공사 중
신정동,서강GS,59.98,25950,1999,2006-01-21,13,공덕역,공사 중
마포동,마포쌍용황금아파트,84.9,40000,2000,2006-01-27,16,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,28000,1999,2006-01-24,14,공덕역,공사 중
대흥동,대흥동태영아파트,114.93,57500,1999,2006-01-21,14,공덕역,공사 중
토정동,한강삼성,59.76,29500,1997,2006-01-31,19,공덕역,공사 중
대흥동,대흥동태영아파트,114.93,54700,1999,2006-01-26,24,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,24000,1999,2006-01-16,13,공덕역,공사 중
염리동,염리삼성래미안,59.52,27000,2001,2006-01-17,7,공덕역,공사 중
성산동,성산시영(선경),50.54,25900,1986,2006-01-13,11,공덕역,공사 중
연남동,대명,59.99,18500,1995,2006-01-03,9,공덕역,공사 중
염리동,상록,57.88,18300,1997,2006-01-16,15,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,24800,1999,2006-01-18,20,공덕역,공사 중
창전동,창전래미안,84.93,36000,1998,2006-01-14,14,공덕역,공사 중
망원동,휴먼빌,59.943,21000,2004,2006-01-20,12,공덕역,공사 중
대흥동,대흥동세양,114.24,40000,2000,2006-01-16,5,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,24000,1999,2006-01-23,2,공덕역,공사 중
성산동,성산시영(유원),59.43,32500,1986,2006-01-26,8,공덕역,공사 중
신공덕동,신공덕래미안3차,59.96,29500,2003,2006-01-17,9,공덕역,공사 중
성산동,성산시영(유원),59.43,33000,1986,2006-01-31,8,공덕역,공사 중
성산동,성산월드타운대림,59.888,30000,2004,2006-01-10,11,공덕역,공사 중
성산동,성산시영(유원),59.43,32000,1986,2006-01-16,12,공덕역,공사 중
성산동,성산시영(대우),50.03,22900,1986,2006-01-16,11,공덕역,공사 중
공덕동,공덕2삼성래미안,59.97,30500,2004,2006-01-17,11,공덕역,공사 중
성산동,성산시영(대우),50.03,23400,1986,2006-01-12,12,공덕역,공사 중
성산동,성산시영(대우),50.03,23000,1986,2006-01-10,6,공덕역,공사 중
염리동,염리삼성래미안,84.96,38700,2001,2006-01-31,5,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,38500,1999,2006-01-17,22,공덕역,공사 중
창전동,신촌태영데시앙,84.97,43900,2003,2006-01-10,18,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,27950,1999,2006-01-25,5,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,34500,1999,2006-01-16,2,공덕역,공사 중
염리동,마포자이,113.803,75400,2003,2006-01-14,13,공덕역,공사 중
공덕동,마포현대,59.95,20000,1988,2006-01-21,4,공덕역,공사 중
창전동,창전래미안,84.93,34700,1998,2006-01-17,9,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,37400,1999,2006-01-19,7,공덕역,공사 중
창전동,신촌금호,59.21,25800,2001,2006-01-24,18,공덕역,공사 중
창전동,신촌태영데시앙,84.97,43500,2003,2006-01-20,16,공덕역,공사 중
상수동,상수두산위브,84.79,39000,2004,2006-01-07,3,공덕역,공사 중
마포동,보성,59.4,14500,1996,2006-01-26,1,공덕역,공사 중
성산동,성산시영(대우),50.03,22900,1986,2006-01-22,14,공덕역,공사 중
성산동,성산시영(대우),50.03,23000,1986,2006-01-13,9,공덕역,공사 중
현석동,강변힐스테이트,59.78,30500,2004,2006-01-21,4,공덕역,공사 중
공덕동,공덕3삼성래미안,59.97,35000,2004,2006-01-20,17,공덕역,공사 중
중동,현대,84.94,29800,2000,2006-01-17,3,공덕역,공사 중
도화동,우성,141.515,54800,1991,2006-01-20,2,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,23500,1999,2006-01-19,13,공덕역,공사 중
성산동,성산시영(선경),50.54,24500,1986,2006-01-18,3,공덕역,공사 중
대흥동,대흥동태영아파트,114.93,46700,1999,2006-01-12,2,공덕역,공사 중
용강동,마포대림1,131.85,60700,2002,2006-01-26,2,공덕역,공사 중
공덕동,공덕현대,51.62,17800,1989,2006-01-19,4,공덕역,공사 중
창전동,창전래미안,84.93,34700,1998,2006-01-12,7,공덕역,공사 중
염리동,염리삼성래미안,59.52,27400,2001,2006-01-10,17,공덕역,공사 중
창전동,창전래미안,59.94,25000,1998,2006-01-14,6,공덕역,공사 중
창전동,창전래미안,59.94,25100,1998,2006-01-07,7,공덕역,공사 중
마포동,마포쌍용황금아파트,84.9,29000,2000,2006-01-20,3,공덕역,공사 중
현석동,강변힐스테이트,84.85,45500,2004,2006-01-11,8,공덕역,공사 중
신정동,서강GS,59.98,25250,1999,2006-01-10,21,공덕역,공사 중
신공덕동,신공덕래미안3차,59.96,30000,2003,2006-01-21,17,공덕역,공사 중
공덕동,마포현대,59.95,20000,1988,2006-01-21,4,공덕역,공사 중
망원동,탑건진선미,84.95,28850,2004,2006-01-11,12,공덕역,공사 중
도화동,도화동현대,54.72,18500,1996,2006-01-10,6,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,22500,1999,2006-01-19,5,공덕역,공사 중
염리동,염리삼성래미안,59.52,28500,2001,2006-01-19,12,공덕역,공사 중
성산동,성산시영(대우),50.03,24400,1986,2006-01-22,9,공덕역,공사 중
현석동,강변힐스테이트,59.54,27800,2004,2006-01-07,8,공덕역,공사 중
성산동,성산시영(선경),50.54,24500,1986,2006-01-14,13,공덕역,공사 중
창전동,신촌금호,59.21,25500,2001,2006-01-17,12,공덕역,공사 중
토정동,한강삼성,59.76,23500,1997,2006-01-23,5,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,40100,1999,2006-01-17,15,공덕역,공사 중
성산동,성산시영(유원),59.43,30000,1986,2006-01-13,2,공덕역,공사 중
현석동,강변힐스테이트,59.54,26800,2004,2006-01-07,7,공덕역,공사 중
신정동,서강GS,59.98,22000,1999,2006-01-10,6,공덕역,공사 중
신정동,서강GS,59.98,23500,1999,2006-01-06,15,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,26500,1999,2006-01-09,9,공덕역,공사 중
성산동,성산시영(선경),50.54,24850,1986,2006-01-07,3,공덕역,공사 중
도화동,삼성,84.985,40500,1997,2006-01-07,5,공덕역,공사 중
공덕동,공덕1삼성래미안,84.94,44000,1999,2006-01-03,10,공덕역,공사 중
공덕동,공덕현대,71.82,24500,1989,2006-01-15,6,공덕역,공사 중
도화동,삼성,84.985,44000,1997,2006-01-05,5,공덕역,공사 중
현석동,강변힐스테이트,84.85,47000,2004,2006-01-07,14,공덕역,공사 중
염리동,마포자이,84.692,58000,2003,2006-01-10,17,공덕역,공사 중
신공덕동,신공덕래미안3차,59.96,29000,2003,2006-01-02,15,공덕역,공사 중
노고산동,신촌포스빌,32.34,13500,2004,2006-01-04,7,공덕역,공사 중
공덕동,공덕2삼성래미안,59.97,29800,2004,2006-01-07,5,공덕역,공사 중
염리동,염리삼성래미안,59.52,24000,2001,2006-01-02,1,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,38000,1999,2006-01-03,10,공덕역,공사 중
연남동,서암,66.45,19900,2004,2006-02-28,3,공덕역,공사 중
공덕동,공덕2삼성래미안,59.97,40300,2004,2006-02-26,12,공덕역,공사 중
창전동,신촌태영데시앙,84.97,43200,2003,2006-02-18,16,공덕역,공사 중
창전동,창전래미안,114.82,44900,1998,2006-02-15,2,공덕역,공사 중
토정동,한강삼성,59.97,27900,1997,2006-02-28,15,공덕역,공사 중
염리동,염리삼성래미안,114.48,53500,2001,2006-02-07,9,공덕역,공사 중
상수동,신구강변연가,152.336,110000,2004,2006-02-13,19,공덕역,공사 중
현석동,강변힐스테이트,59.78,30000,2004,2006-02-27,8,공덕역,공사 중
용강동,마포용강삼성래미안,131.79,104000,2003,2006-02-22,15,공덕역,공사 중
성산동,성산월드타운대림,59.888,29000,2004,2006-02-22,17,공덕역,공사 중
공덕동,공덕현대,51.62,18000,1989,2006-02-11,13,공덕역,공사 중
염리동,상록,57.88,16500,1997,2006-02-18,7,공덕역,공사 중
망원동,대림2,59.99,23950,2002,2006-02-05,7,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,42000,1999,2006-02-17,10,공덕역,공사 중
염리동,마포자이,157.304,132000,2003,2006-02-28,23,공덕역,공사 중
성산동,성사1차풍림아파트101동,59.85,18650,2000,2006-02-22,9,공덕역,공사 중
아현동,삼환나띠르빌,84.9,31800,2003,2006-02-24,10,공덕역,공사 중
성산동,성산시영(유원),59.43,30000,1986,2006-02-20,6,공덕역,공사 중
망원동,한강로얄스위트,118.04,34000,2005,2006-02-18,3,공덕역,공사 중
용강동,대림2차,84.77,41500,2004,2006-02-22,2,공덕역,공사 중
공덕동,공덕2삼성래미안,84.94,43500,2004,2006-02-24,2,공덕역,공사 중
염리동,상록,49.8,15900,1997,2006-02-26,5,공덕역,공사 중
토정동,한강삼성,84.78,33500,1997,2006-02-25,5,공덕역,공사 중
신공덕동,신공덕래미안3차,59.96,28700,2003,2006-02-23,19,공덕역,공사 중
성산동,성산시영(대우),50.03,22000,1986,2006-02-28,12,공덕역,공사 중
토정동,한강삼성,84.78,42500,1997,2006-02-25,23,공덕역,공사 중
망원동,대상3,84.9,20000,2000,2006-02-27,6,공덕역,공사 중
신정동,서강GS,59.98,21000,1999,2006-02-22,2,공덕역,공사 중
염리동,마포자이,113.803,79700,2003,2006-02-17,14,공덕역,공사 중
성산동,성산시영(대우),50.03,21100,1986,2006-02-23,2,공덕역,공사 중
신공덕동,신공덕래미안2차,59.48,23000,2000,2006-02-27,7,공덕역,공사 중
용강동,마포용강삼성래미안,84.2,59500,2003,2006-02-22,16,공덕역,공사 중
신수동,신촌삼익,84.85,26000,1997,2006-02-20,2,공덕역,공사 중
중동,마포중동현대,114.93,47500,2001,2006-02-27,8,공덕역,공사 중
중동,마포중동현대,84.9,35700,2001,2006-02-26,20,공덕역,공사 중
용강동,마포용강삼성래미안,59.99,34500,2003,2006-02-20,10,공덕역,공사 중
공덕동,공덕3삼성래미안,59.97,31000,2004,2006-02-14,6,공덕역,공사 중
염리동,상록,58.71,18550,1997,2006-02-16,14,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,24100,1999,2006-02-23,5,공덕역,공사 중
신수동,신수동성원,84.96,29000,1998,2006-02-21,10,공덕역,공사 중
신공덕동,신공덕1차삼성래미안1아파트,59.76,31000,2000,2006-02-27,14,공덕역,공사 중
토정동,한강삼성,84.96,33200,1997,2006-02-15,4,공덕역,공사 중
염리동,상록,58.71,16400,1997,2006-02-15,3,공덕역,공사 중
용강동,삼일맨션,60.96,21000,1972,2006-02-22,7,공덕역,공사 중
연남동,새마을,41.65,11000,1970,2006-02-16,2,공덕역,공사 중
중동,건영월드컵,109.35,37700,2002,2006-02-18,17,공덕역,공사 중
망원동,대림2,106.71,42000,2002,2006-02-26,3,공덕역,공사 중
망원동,한강2차대주피오레,99.16,45500,2003,2006-02-14,11,공덕역,공사 중
염리동,상록,49.02,14000,1997,2006-02-18,18,공덕역,공사 중
망원동,태청,69.29,19500,2003,2006-02-21,10,공덕역,공사 중
신수동,신촌삼익,59.85,23600,1997,2006-02-20,9,공덕역,공사 중
대흥동,대흥동세양,84.6,26000,2000,2006-02-20,8,공덕역,공사 중
아현동,삼환나띠르빌,84.9,29500,2003,2006-02-28,9,공덕역,공사 중
용강동,마포용강삼성래미안,84.2,52550,2003,2006-02-22,7,공덕역,공사 중
서교동,대운,84.17,23800,2003,2006-02-21,1,공덕역,공사 중
망원동,신부파스카4차,75.42,26000,2004,2006-02-20,13,공덕역,공사 중
신수동,신촌삼익,84.85,33000,1997,2006-02-23,13,공덕역,공사 중
창전동,창전래미안,59.94,26500,1998,2006-02-20,12,공덕역,공사 중
중동,건영월드컵,78.39,28200,2002,2006-02-24,5,공덕역,공사 중
도화동,우성,68.94,28000,1991,2006-02-27,9,공덕역,공사 중
창전동,신촌금호,59.21,25200,2001,2006-02-15,18,공덕역,공사 중
창전동,신촌금호,59.21,24000,2001,2006-02-14,4,공덕역,공사 중
염리동,마포자이,84.692,52000,2003,2006-02-25,2,공덕역,공사 중
신수동,신수동성원,84.96,31500,1998,2006-02-06,19,공덕역,공사 중
중동,현대,84.94,32700,2000,2006-02-14,6,공덕역,공사 중
현석동,강변힐스테이트,114.99,59000,2004,2006-02-10,13,공덕역,공사 중
망원동,대림2,84.97,32800,2002,2006-02-20,2,공덕역,공사 중
창전동,신촌태영데시앙,84.97,33000,2003,2006-02-25,14,공덕역,공사 중
중동,DMC마포청구아파트,84.9,33700,1994,2006-02-20,15,공덕역,공사 중
신정동,서강GS,84.4,30800,1999,2006-02-12,1,공덕역,공사 중
망원동,한강1차대주피오레,79.31,34500,2003,2006-02-12,10,공덕역,공사 중
아현동,혜성,99.93,24500,1972,2006-02-21,11,공덕역,공사 중
염리동,염리삼성래미안,84.96,42500,2001,2006-02-25,16,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,41650,1999,2006-02-13,12,공덕역,공사 중
성산동,성산시영(유원),59.43,31000,1986,2006-02-16,4,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,22700,1999,2006-02-17,10,공덕역,공사 중
성산동,골든빌(210-10),133.97,35000,2003,2006-02-23,2,공덕역,공사 중
연남동,대명,55.24,17900,1995,2006-02-05,11,공덕역,공사 중
망원동,성원2,59.43,17000,1999,2006-02-15,11,공덕역,공사 중
창전동,신촌태영데시앙,84.97,42000,2003,2006-02-20,5,공덕역,공사 중
토정동,한강삼성,59.97,24600,1997,2006-02-14,7,공덕역,공사 중
신수동,신수동성원,84.96,30800,1998,2006-02-01,18,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,41900,1999,2006-02-18,20,공덕역,공사 중
신공덕동,신공덕래미안2차,84.73,35500,2000,2006-02-22,12,공덕역,공사 중
용강동,대림2차,84.7,42000,2004,2006-02-18,13,공덕역,공사 중
용강동,강변그린,59.5,17000,1999,2006-02-22,3,공덕역,공사 중
망원동,성원1,59.4,17000,1998,2006-02-15,9,공덕역,공사 중
서교동,대아,55.34,13500,1997,2006-02-27,9,공덕역,공사 중
창전동,창전래미안,84.93,34300,1998,2006-02-15,5,공덕역,공사 중
창전동,창전래미안,59.94,26400,1998,2006-02-27,10,공덕역,공사 중
도화동,도화동현대,54.72,19300,1996,2006-02-25,9,공덕역,공사 중
성산동,성산시영(유원),59.43,32100,1986,2006-02-09,11,공덕역,공사 중
신공덕동,신공덕1차삼성래미안1아파트,84.9,45600,2000,2006-02-15,21,공덕역,공사 중
도화동,삼성,72.185,34450,1997,2006-02-21,17,공덕역,공사 중
신공덕동,신공덕1차삼성래미안1아파트,84.9,41000,2000,2006-02-20,21,공덕역,공사 중
공덕동,한화꿈에그린,84.939,37500,2004,2006-02-19,3,공덕역,공사 중
공덕동,공덕1삼성래미안,84.94,43500,1999,2006-02-26,3,공덕역,공사 중
도화동,도화동현대,68.22,25900,1996,2006-02-15,6,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,28800,1999,2006-02-22,20,공덕역,공사 중
도화동,현대홈타운,59.17,22000,2000,2006-02-06,2,공덕역,공사 중
대흥동,대흥동태영아파트,114.93,60000,1999,2006-02-09,13,공덕역,공사 중
중동,현대,84.94,32700,2000,2006-02-14,4,공덕역,공사 중
염리동,염리삼성래미안,84.96,40000,2001,2006-02-05,12,공덕역,공사 중
망원동,대상3,59.61,16450,2000,2006-02-20,14,공덕역,공사 중
중동,강림월드타운,79.6,21900,2002,2006-02-18,3,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,37000,1999,2006-02-06,2,공덕역,공사 중
창전동,신촌금호,84.95,32600,2001,2006-02-18,5,공덕역,공사 중
중동,건영월드컵,78.39,29800,2002,2006-02-27,8,공덕역,공사 중
노고산동,신촌포스빌,32.34,13000,2004,2006-02-23,5,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,23900,1999,2006-02-06,14,공덕역,공사 중
창전동,신촌금호,84.86,34900,2001,2006-02-18,15,공덕역,공사 중
공덕동,공덕3삼성래미안,59.97,35000,2004,2006-02-01,5,공덕역,공사 중
망원동,성신,47.58,10900,1976,2006-02-15,1,공덕역,공사 중
망원동,삼우하이뷰,116.15,30600,2003,2006-02-03,4,공덕역,공사 중
망원동,한강로얄스위트,118.04,34000,2005,2006-02-04,5,공덕역,공사 중
신수동,신수동성원,84.96,24600,1998,2006-02-09,4,공덕역,공사 중
망원동,우림루미아트,59.9488,22900,2003,2006-02-15,5,공덕역,공사 중
망원동,휴먼빌,59.955,21500,2004,2006-02-01,1,공덕역,공사 중
노고산동,신촌포스빌,32.34,13800,2004,2006-02-21,10,공덕역,공사 중
염리동,염리삼성래미안,84.96,35500,2001,2006-02-01,10,공덕역,공사 중
성산동,성산시영(유원),59.43,30500,1986,2006-02-21,9,공덕역,공사 중
신공덕동,신공덕래미안3차,59.96,28000,2003,2006-02-01,2,공덕역,공사 중
노고산동,신촌포스빌,32.34,13950,2004,2006-02-04,5,공덕역,공사 중
중동,마포중동현대,84.9,30900,2001,2006-02-16,15,공덕역,공사 중
중동,마포중동현대,59.88,20700,2001,2006-02-16,12,공덕역,공사 중
성산동,성산시영(대우),50.03,24000,1986,2006-02-01,9,공덕역,공사 중
신공덕동,신공덕래미안2차,59.48,24500,2000,2006-02-12,17,공덕역,공사 중
성산동,성산시영(대우),50.03,24000,1986,2006-02-01,9,공덕역,공사 중
망원동,광남캐스빌,84.73,20200,2001,2006-02-10,4,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,28500,1999,2006-02-13,8,공덕역,공사 중
염리동,염리삼성래미안,84.96,41500,2001,2006-02-10,12,공덕역,공사 중
염리동,상록,57.88,18500,1997,2006-02-01,12,공덕역,공사 중
마포동,마포쌍용황금아파트,59.9,22900,2000,2006-02-07,13,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,22000,1999,2006-02-11,2,공덕역,공사 중
마포동,강변한신코아,51.48,10700,1992,2006-02-07,7,공덕역,공사 중
중동,중동계룡아파트,84.6,25000,2000,2006-02-16,15,공덕역,공사 중
대흥동,대흥동태영아파트,114.93,55000,1999,2006-02-10,13,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,27000,1999,2006-02-06,10,공덕역,공사 중
신공덕동,신공덕래미안3차,59.96,28000,2003,2006-02-14,13,공덕역,공사 중
도화동,도화현대,59.4,20500,1998,2006-02-08,15,공덕역,공사 중
신공덕동,신공덕래미안2차,59.48,25450,2000,2006-02-04,16,공덕역,공사 중
성산동,성산시영(대우),50.03,22000,1986,2006-02-02,2,공덕역,공사 중
서교동,함성참좋은,95.54,22000,2004,2006-02-05,5,공덕역,공사 중
공덕동,공덕3삼성래미안,59.97,34900,2004,2006-02-11,9,공덕역,공사 중
도화동,삼성,72.185,30900,1997,2006-02-03,1,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,26000,1999,2006-02-09,4,공덕역,공사 중
염리동,염리삼성래미안,114.48,54000,2001,2006-02-03,6,공덕역,공사 중
염리동,염리삼성래미안,114.48,53000,2001,2006-02-01,14,공덕역,공사 중
공덕동,마포현대,54.81,18600,1988,2006-02-02,8,공덕역,공사 중
염리동,상록,49.02,14700,1997,2006-02-02,6,공덕역,공사 중
서교동,대우미래사랑,45.21,16600,2005,2006-02-07,3,공덕역,공사 중
공덕동,공덕2삼성래미안,59.97,33000,2004,2006-03-25,17,공덕역,공사 중
신수동,신촌삼익,84.85,22800,1997,2006-03-29,6,공덕역,공사 중
창전동,창전래미안,84.93,39700,1998,2006-03-27,16,공덕역,공사 중
염리동,염리삼성래미안,84.96,42800,2001,2006-03-31,16,공덕역,공사 중
용강동,마포용강삼성래미안,84.2,52200,2003,2006-03-28,11,공덕역,공사 중
용강동,마포용강삼성래미안,84.2,54200,2003,2006-03-15,8,공덕역,공사 중
성산동,성산시영(선경),50.54,23400,1986,2006-03-19,2,공덕역,공사 중
용강동,마포지구시범5동,49.59,15000,1970,2006-03-16,2,공덕역,공사 중
신정동,서강GS,84.4,42000,1999,2006-03-30,20,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,41800,1999,2006-03-25,10,공덕역,공사 중
용강동,마포용강삼성래미안,114.03,81000,2003,2006-03-23,16,공덕역,공사 중
성산동,성산시영(유원),59.43,31000,1986,2006-03-29,14,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,24000,1999,2006-03-31,6,공덕역,공사 중
중동,DMC마포청구아파트,84.6,30000,1994,2006-03-28,12,공덕역,공사 중
용강동,마포지구시범5동,39.67,12000,1970,2006-03-29,2,공덕역,공사 중
신수동,신촌삼익,84.85,33300,1997,2006-03-30,13,공덕역,공사 중
염리동,마포자이,84.692,59500,2003,2006-03-28,9,공덕역,공사 중
공덕동,래미안공덕4차,59.9,31850,2005,2006-03-15,10,공덕역,공사 중
공덕동,래미안공덕4차,59.9,31850,2005,2006-03-15,10,공덕역,공사 중
성산동,성산시영(대우),50.03,24500,1986,2006-03-31,10,공덕역,공사 중
염리동,염리삼성래미안,59.52,30800,2001,2006-03-26,10,공덕역,공사 중
대흥동,대흥동태영아파트,114.93,63300,1999,2006-03-27,10,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,23800,1999,2006-03-29,18,공덕역,공사 중
염리동,염리삼성래미안,84.96,42000,2001,2006-03-28,8,공덕역,공사 중
성산동,성산시영(선경),50.54,25100,1986,2006-03-29,6,공덕역,공사 중
서교동,청기와,70.49,17000,1999,2006-03-26,3,공덕역,공사 중
망원동,성원1,59.4,17700,1998,2006-03-24,16,공덕역,공사 중
중동,마포중동현대,84.9,34000,2001,2006-03-28,11,공덕역,공사 중
중동,마포중동현대,59.88,20500,2001,2006-03-28,8,공덕역,공사 중
노고산동,신촌포스빌,32.34,11200,2004,2006-03-31,12,공덕역,공사 중
신수동,신촌삼익,59.85,22800,1997,2006-03-29,6,공덕역,공사 중
망원동,대림2,84.73,36000,2002,2006-03-24,11,공덕역,공사 중
도화동,도화동현대,54.72,20500,1996,2006-03-01,6,공덕역,공사 중
창전동,창전래미안,114.82,43000,1998,2006-03-18,1,공덕역,공사 중
공덕동,래미안공덕4차,59.9,29500,2005,2006-03-17,4,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,42000,1999,2006-03-25,16,공덕역,공사 중
중동,마포중동현대,59.88,20800,2001,2006-03-28,22,공덕역,공사 중
연남동,코오롱,84.936,35800,2003,2006-03-25,11,공덕역,공사 중
마포동,마포쌍용황금아파트,84.9,44500,2000,2006-03-26,19,공덕역,공사 중
성산동,성산시영(유원),59.43,31500,1986,2006-03-20,13,공덕역,공사 중
성산동,성산시영(선경),50.54,23000,1986,2006-03-31,5,공덕역,공사 중
염리동,유풍,84.44,17750,2002,2006-03-27,2,공덕역,공사 중
용강동,마포지구시범4동,59.5,16500,1971,2006-03-20,2,공덕역,공사 중
중동,중동계룡아파트,84.6,29000,2000,2006-03-25,5,공덕역,공사 중
도화동,정우상가맨션,126.07,42000,1983,2006-03-18,13,공덕역,공사 중
공덕동,래미안공덕4차,59.9,28500,2005,2006-03-20,5,공덕역,공사 중
신정동,씨제이리버힐,195.58,96000,1998,2006-03-27,9,공덕역,공사 중
도화동,현대홈타운,59.17,22500,2000,2006-03-22,14,공덕역,공사 중
용강동,마포지구시범5동,39.67,13000,1970,2006-03-22,6,공덕역,공사 중
성산동,성산시영(대우),50.03,23500,1986,2006-03-22,4,공덕역,공사 중
공덕동,래미안공덕4차,59.9,31000,2005,2006-03-31,11,공덕역,공사 중
용강동,마포용강삼성래미안,84.2,53200,2003,2006-03-18,10,공덕역,공사 중
염리동,중앙하이츠,83.82,27000,1998,2006-03-22,14,공덕역,공사 중
중동,DMC마포청구아파트,84.6,33500,1994,2006-03-18,13,공덕역,공사 중
신공덕동,신공덕1차삼성래미안1아파트,59.76,29000,2000,2006-03-16,14,공덕역,공사 중
성산동,성산시영(대우),50.03,23900,1986,2006-03-22,11,공덕역,공사 중
공덕동,래미안공덕4차,59.9,29200,2005,2006-03-20,2,공덕역,공사 중
공덕동,래미안공덕4차,59.9,28500,2005,2006-03-24,4,공덕역,공사 중
망원동,현대리버빌,117.61,31000,2004,2006-03-31,4,공덕역,공사 중
마포동,마포쌍용황금아파트,59.9,20700,2000,2006-03-22,4,공덕역,공사 중
성산동,성산시영(대우),50.03,22700,1986,2006-03-20,10,공덕역,공사 중
대흥동,대흥동세양,84.6,25100,2000,2006-03-28,8,공덕역,공사 중
상수동,상수두산위브,114.533,55000,2004,2006-03-15,7,공덕역,공사 중
서교동,대우미래사랑,57.36,21467,2005,2006-03-30,6,공덕역,공사 중
신공덕동,신공덕1차삼성래미안1아파트,59.76,31300,2000,2006-03-28,22,공덕역,공사 중
공덕동,래미안공덕4차,59.9,29000,2005,2006-03-20,6,공덕역,공사 중
중동,건영월드컵,58.76,21600,2002,2006-03-29,6,공덕역,공사 중
용강동,마포용강삼성래미안,84.2,51500,2003,2006-03-20,6,공덕역,공사 중
도화동,삼성,136.65,76900,1997,2006-03-30,17,공덕역,공사 중
